BUSINESS,CATEGORY,CATEGORY_ATTRIBUTE
Home Improvement,Dishwashers,Type (Dishwashers)
Home Improvement,Dishwashers,Type of Controls
Home Improvement,Door Hardware,Handleset Lock Type
Home Improvement,Door Hardware,Type of Electric Door Lock
Home Improvement,Electrical Generators,Generator Fuel Type
Home Improvement,Fencing Parts & Accessories,Galvanized
Home Improvement,Garage Door Hardware & Accessories,Garage Hardware Product Type
Home Improvement,Garbage Disposals,Disposal Feed
Home Improvement,Garbage Disposals,Grinding Speed RPM
Home Improvement,Garbage Disposals,Horsepower
Home Improvement,Garbage Disposals,Power Cord Included
Home Improvement,Gate Hardware,Fencing Material Compatibility
Home Improvement,Grills/Smokers/Stoves,Combo Fuel Type
Home Improvement,Grills/Smokers/Stoves,Consumable
Home Improvement,Grills/Smokers/Stoves,Fuel Type
Home Improvement,Grills/Smokers/Stoves,Griddle
Home Improvement,Grills/Smokers/Stoves,Grill Style
Home Improvement,Grills/Smokers/Stoves,Grill Type
Home Improvement,Grills/Smokers/Stoves,Grilling Fuel Flavor
Home Improvement,Grills/Smokers/Stoves,Grilling Fuel Size
Home Improvement,Grills/Smokers/Stoves,Grills/Smokers/Stoves Color
Home Improvement,Grills/Smokers/Stoves,Lump - Briquette Charcoal
Home Improvement,Grills/Smokers/Stoves,Number of Main Burners
Home Improvement,Grills/Smokers/Stoves,Number of Side Burners
Home Improvement,Grills/Smokers/Stoves,Primary Cooking Space
Home Improvement,Grills/Smokers/Stoves,Regular - Instant Charcoal
Home Improvement,Ice Makers,Daily Ice Production
Home Improvement,Ice Makers,Energy Star Qualification Ice Makers
Home Improvement,Ice Makers,Ice Capacity
Home Improvement,Ice Makers,Mounting Type - Ice Makers
Home Improvement,Indoor Lighting,Number of Bulbs or Lights
Home Improvement,Indoor Lighting,Power Source
Home Improvement,Interior & Exterior Paint,Primer Interior Exterior
Home Improvement,Kitchen & Bath Faucets,Collection Name
Home Improvement,Kitchen & Bath Faucets,Deck Plate
Home Improvement,Kitchen & Bath Faucets,Drain
Home Improvement,Kitchen & Bath Faucets,Faucet Type
Home Improvement,Kitchen & Bath Faucets,Flow Rate
Home Improvement,Kitchen & Bath Faucets,Hand Shower
Home Improvement,Kitchen & Bath Faucets,Handle Type
Home Improvement,Kitchen & Bath Faucets,Mounting Type
Home Improvement,Kitchen & Bath Faucets,Number of Faucet Handles
Home Improvement,Kitchen & Bath Faucets,Number of Spray Settings
Home Improvement,Kitchen & Bath Faucets,Platform Type
Home Improvement,Kitchen & Bath Faucets,Shower Head Shape
Home Improvement,Kitchen & Bath Faucets,Showerhead Flow Rate
Home Improvement,Kitchen & Bath Faucets,Soap Dispenser
Home Improvement,Kitchen & Bath Faucets,Sprayer Head
Home Improvement,Kitchen & Bath Faucets,Supply Line
Home Improvement,Kitchen & Bath Faucets,Touchless Faucet
Home Improvement,Landscaping Equipment,Battery Included
Home Improvement,Landscaping Equipment,Charger Included
Home Improvement,Landscaping Equipment,Landscaping Equipment Fuel Type
Home Improvement,Laundry,Agitator
Home Improvement,Laundry,Charge Load Capacity (Kg)
Home Improvement,Laundry,Cubic Capacity Actual
Home Improvement,Laundry,Delicate Cycle (Clothes Dryer)
Home Improvement,Laundry,Dryer Cubic Capacity Detail
Home Improvement,Laundry,Dryer Door Opening
Home Improvement,Laundry,Dryer Rack Included
Home Improvement,Laundry,Dryer Width Detail
Home Improvement,Laundry,Energy Star Qualification (Washing Machines)
Home Improvement,Laundry,Energy Type (Clothes Dryers)
Home Improvement,Laundry,Impeller
Home Improvement,Laundry,Number of Drums
Home Improvement,Laundry,Number of Drying Programs Detail (Clothes Dryer)
Home Improvement,Laundry,Operation Function
Home Improvement,Laundry,Steam (Clothes Dryer/Washing Machines)
Home Improvement,Laundry,Temperature Level Detail
Home Improvement,Laundry,Type (Clothes Dryers)
Home Improvement,Laundry,Type (Washing Machines)
Home Improvement,Laundry,Type of Sensor (Washing Machines)
Home Improvement,Laundry,Washer Loading
Home Improvement,Laundry,Washer Number of Cycles Detail
Home Improvement,Laundry,Washer Width Details
Home Improvement,Laundry,Washer rpms Detail
Home Improvement,Laundry,Washer/Dryer Controls
Home Improvement,Laundry,Washing Machine Capacity Detail
Home Improvement,Lawn & Garden Care,Bag Capacity Dry Volume
Home Improvement,Lawn & Garden Care,Color Family - Mulch
Home Improvement,Lawn & Garden Care,Coverage Area
Home Improvement,Lawn & Garden Care,Delivery Method
Home Improvement,Lawn & Garden Care,Mulch Type
Home Improvement,Lawn & Garden Care,Product Weight
Home Improvement,Lawn & Garden Care,Seed Type
Home Improvement,Lawn & Garden Tools,Bin or Cart Material
Home Improvement,Lawn & Garden Tools,Capacity
Home Improvement,Lawn & Garden Tools,Handle Material
Home Improvement,Lawn & Garden Tools,Head Blade Material
Home Improvement,Lawn & Garden Tools,Material - Garden Hoses & Accessories
Home Improvement,Lawn & Garden Tools,Product Length - Hoses
Home Improvement,Lawn & Garden Tools,Product Type - Hose Reel
Home Improvement,Lawn & Garden Tools,Product Type - Sprayer
Home Improvement,Lawn & Garden Tools,Product Type - Spreader
Home Improvement,Lawn & Garden Tools,Product Type - Spreader Accessories
Home Improvement,Lawn & Garden Tools,Shoulder Strap
Home Improvement,Lawn & Garden Tools,Watering Can Material
Home Improvement,Lawn & Garden Tools,Winding Reel Type
Home Improvement,Lawn Care Equipment,Lawn Care Fuel Type
Home Improvement,Lawn Care Equipment,Number of Batteries Included
Home Improvement,Lawn Care Equipment,Number of Cordless Power Equipment Batteries Included
Home Improvement,Lawn Care Equipment,Number of Items included in the Kit
Home Improvement,Lawn Care Equipment,Self Propelled Lawn Mower
Home Improvement,Lawn Fertilizers & Weed Killers,Application Type - Weed Grass Killers
Home Improvement,Lawn Fertilizers & Weed Killers,Emergent Type
Home Improvement,Lawn Fertilizers & Weed Killers,Form - Weed Grass Killers
Home Improvement,Lawn Fertilizers & Weed Killers,Organic
Home Improvement,Lawn Fertilizers & Weed Killers,Product Type - Lawn Fertilizers
Home Improvement,Lawn Fertilizers & Weed Killers,Spray Application
Home Improvement,Lawn Fertilizers & Weed Killers,Time Release
Home Improvement,Light Bulbs,Light Bulb Package Quantity
Home Improvement,Microwaves,Maximum Wattage (Microwave Oven)
Home Improvement,Microwaves,Microwave Controls
Home Improvement,Microwaves,Microwave Cubic Capacity Detail
Home Improvement,Microwaves,Power Levels
Home Improvement,Microwaves,Sensor
Home Improvement,Microwaves,Turntable
Home Improvement,Microwaves,Type (Microwave Oven)
Home Improvement,Outdoor Furniture,Furniture Height Type
Home Improvement,Outdoor Furniture,Number of Pieces in the Set
Home Improvement,Outdoor Furniture,Outdoor Furniture Seating Capacity
Home Improvement,Paint Supplies,Bristle Material
Home Improvement,Paint Supplies,Caulk Gun - Manual or Powered
Home Improvement,Paint Supplies,Heat Gun - Corded or Cordless
Home Improvement,Paint Supplies,Package Quantity
Home Improvement,Paint Supplies,Paint Sprayer Type
Home Improvement,Paint Supplies,Paint Tools Handle Material
Home Improvement,Paint Supplies,Patch & Repair Kit
Home Improvement,Paint Supplies,Patch Base Material
Home Improvement,Paint Supplies,Roller Cover Material
Home Improvement,Pest Control,Application Type - Animal Control
Home Improvement,Pest Control,Application Type - Insect Control
Home Improvement,Pest Control,Barrier Type
Home Improvement,Pest Control,Number of Doors - Traps
Home Improvement,Pest Control,Product Type - Animal Control
Home Improvement,Pest Control,Product Type - Insect Control
Home Improvement,Pest Control,Trap Type
Home Improvement,Shade Structures,Lighted Umbrella
Home Improvement,Shade Structures,Umbrella Stand Included
Home Improvement,Sinks,Faucet Hole Spacing
Home Improvement,Sinks,Number of Basins
Home Improvement,Sinks,Number of Faucet Holes
Home Improvement,Sinks,Sink Mount Type
Home Improvement,Sinks,Sink Type
Home Improvement,Toilets & Bidets,Antimicrobial
Home Improvement,Toilets & Bidets,Bidet - Height
Home Improvement,Toilets & Bidets,Bidet - Type
Home Improvement,Toilets & Bidets,Bidet Spray Type
Home Improvement,Toilets & Bidets,Bidet Wash Direction
Home Improvement,Toilets & Bidets,Bidet Water Temperature
Home Improvement,Toilets & Bidets,Bowl Height
Home Improvement,Toilets & Bidets,Bowl Shape
Home Improvement,Toilets & Bidets,Electric Bidet
Home Improvement,Toilets & Bidets,Flushing Type
Home Improvement,Toilets & Bidets,Gallons Per Flush
Home Improvement,Toilets & Bidets,Gentle Wash
Home Improvement,Toilets & Bidets,Seat Material
Home Improvement,Toilets & Bidets,Spud Location
Home Improvement,Toilets & Bidets,Toilet Mount Location
Home Improvement,Toilets & Bidets,Toilet Seat Included
Home Improvement,Toilets & Bidets,Toilet Seat Type
Home Improvement,Toilets & Bidets,Toilet Type
Home Improvement,Toilets & Bidets,Touchless
Home Improvement,Toilets & Bidets,Urinal Installation Method
Home Improvement,Toilets & Bidets,Urinal Type
Home Improvement,Total Cooking,Air Extraction Rate Detail
Home Improvement,Total Cooking,Cleaning Option (Ovens)
Home Improvement,Total Cooking,Cleaning Option (Ranges only)
Home Improvement,Total Cooking,Cook-Top Controls
Home Improvement,Total Cooking,Cook-Top Cooking Surface
Home Improvement,Total Cooking,Cook-Top Width Detail
Home Improvement,Total Cooking,Energy (Cook-top)
Home Improvement,Total Cooking,Energy (Ranges)
Home Improvement,Total Cooking,Energy Type (Ovens)
Home Improvement,Total Cooking,Extraction System
Home Improvement,Total Cooking,Filter Type (Range Hoods/Vent Systems)
Home Improvement,Total Cooking,Heat Sensor
Home Improvement,Total Cooking,Keep Warm Element
Home Improvement,Total Cooking,Number of Cooking Elements/Burners
Home Improvement,Total Cooking,Number of Fan Speeds
Home Improvement,Total Cooking,Number of Ovens
Home Improvement,Total Cooking,Oven (Ranges)
Home Improvement,Total Cooking,Oven Controls
Home Improvement,Total Cooking,Oven Cubic Capacity Detail
Home Improvement,Total Cooking,Oven Width Detail
Home Improvement,Total Cooking,Range Controls
Home Improvement,Total Cooking,Range Cooking Surface
Home Improvement,Total Cooking,Range Cubic Capacity Detail
Home Improvement,Total Cooking,Range Hood Controls
Home Improvement,Total Cooking,Range Hood Depth Detail
Home Improvement,Total Cooking,Range Hood Height Detail
Home Improvement,Total Cooking,Range Hood Light
Home Improvement,Total Cooking,Range Hood Width Detail
Home Improvement,Total Cooking,Range Width Detail
Home Improvement,Total Cooking,Ranges Dual Fuel
Home Improvement,Total Cooking,Speed Cooking Options (Ovens)
Home Improvement,Total Cooking,Speed Cooking Options (Ranges)
Home Improvement,Total Cooking,Type (Ovens)
Home Improvement,Total Cooking,Type (Range Hoods/Vent Systems)
Home Improvement,Total Cooking,Type (Ranges)
Home Improvement,Total Cooking,Warming Drawer
Home Improvement,Total Cooling,Built-In Refrigerator
Home Improvement,Total Cooling,Defrost Type
Home Improvement,Total Cooling,Door Dispenser Options
Home Improvement,Total Cooling,Drawer Type
Home Improvement,Total Cooling,Energy Star Qualification (Refrigerators)
Home Improvement,Total Cooling,Freezer Cubic Capacity Detail
Home Improvement,Total Cooling,Icemaker Option (Freezers)
Home Improvement,Total Cooling,Icemaker Option (Refrigerators)
Home Improvement,Total Cooling,Interior Light
Home Improvement,Total Cooling,Lock (freezers)
Home Improvement,Total Cooling,Number of Baskets
Home Improvement,Total Cooling,Number of Dividers
Home Improvement,Total Cooling,Number of Exterior Refrigerator Doors
Home Improvement,Total Cooling,Number of Shelves
Home Improvement,Total Cooling,Refrigerator Capacity Liter
Home Improvement,Total Cooling,Refrigerator Cubic Capacity Detail
Home Improvement,Total Cooling,Refrigerator Height Detail
Home Improvement,Total Cooling,Refrigerator Width Detail
Home Improvement,Total Cooling,Refrigerators Depth Detail
Home Improvement,Total Cooling,Shelf Type
Home Improvement,Total Cooling,Type (Freezers)
Home Improvement,Total Cooling,Type of 4th Door
Home Improvement,Total Cooling,Water Filtration
Home Improvement,Trash Compactors,Mounting Type - Trash Compactors
Home Improvement,Tub/Shower Surround,All Hardware
Home Improvement,Tub/Shower Surround,Door Glass Thickness
Home Improvement,Tub/Shower Surround,Double Hinged
Home Improvement,Tub/Shower Surround,Glass Finish
Home Improvement,Tub/Shower Surround,Number of Finished Sides
Home Improvement,Tub/Shower Surround,Number of Shower Shelves
Home Improvement,Tub/Shower Surround,Number of Wall Panels
Home Improvement,Tub/Shower Surround,Shower Base Shape
Home Improvement,Tub/Shower Surround,Shower Base Type
Home Improvement,Tub/Shower Surround,Shower Door Type
Home Improvement,Tub/Shower Surround,Shower Frame Hardware Finish Family
Home Improvement,Tub/Shower Surround,Shower Frame Type
Home Improvement,Tub/Shower Surround,Shower Handle Finish
Home Improvement,Tub/Shower Surround,Shower Handle Style
Home Improvement,Tub/Shower Surround,Shower Wall Installation Type
Home Improvement,Tub/Shower Surround,Towel Bar Included
Home Improvement,Tub/Shower Surround,Tub or Shower
Home Improvement,Vanities,Assembled Depth
Home Improvement,Vanities,Assembled Height
Home Improvement,Vanities,Assembled Width
Home Improvement,Vanities,Basin Color
Home Improvement,Vanities,Basin Material
Home Improvement,Vanities,Cabinet Color
Home Improvement,Vanities,Cabinet Material
Home Improvement,Vanities,Mirror Included
Home Improvement,Vanities,Number of Doors
Home Improvement,Vanities,Number of Sinks
Home Improvement,Vanities,Number of Vanity Drawers
Home Improvement,Vanities,Sink Shape
House,Air Purifier Filters and Pre-Filters,Activated Carbon
House,Air Purifier Filters and Pre-Filters,Charcoal
House,Air Purifier Filters and Pre-Filters,HEPA filter
House,Air Purifier Filters and Pre-Filters,Pack size
House,Air Purifier Filters and Pre-Filters,Pre-filter Layer
House,Air Purifier Filters and Pre-Filters,Smart Enabled Air Purifier Filters
House,Air Purifiers/Humidifiers,AHAM-Verification
House,Air Purifiers/Humidifiers,Aroma/Oil Diffuser
House,Air Purifiers/Humidifiers,Cadr (Purifiers Only)
House,Air Purifiers/Humidifiers,Fan Function
House,Air Purifiers/Humidifiers,Filtration Technology (Purifiers Only)
House,Air Purifiers/Humidifiers,Heater Function
House,Air Purifiers/Humidifiers,Humidifier Capacity
House,Air Purifiers/Humidifiers,Humidifier Function
House,Air Purifiers/Humidifiers,Humidifier Output per Day
House,Air Purifiers/Humidifiers,Humidifier Type (Humidifiers Only)
House,Air Purifiers/Humidifiers,Humidistat
House,Air Purifiers/Humidifiers,Ionizer
House,Air Purifiers/Humidifiers,Plasma Ionizer
House,Air Purifiers/Humidifiers,Smart Enabled
House,Air Purifiers/Humidifiers,Type
House,Air Purifiers/Humidifiers,UV-C Light
House,Air Purifiers/Humidifiers,Water Purification (Humidifiers Only)
House,Air Purifiers/Humidifiers,Wick (Cool Mist Humidifiers only)
House,Beverage Center Other,Color
House,Blending & Processing,Baby Food Maker
House,Blending & Processing,Blending & Processing Type
House,Blending & Processing,Container Primary Material
House,Blending & Processing,Container Size Detail
House,Blending & Processing,Control Configuration
House,Blending & Processing,Corded/Cordless
House,Blending & Processing,Cup to Go
House,Blending & Processing,Hand Blender Attachment Type
House,Blending & Processing,Heating Element
House,Blending & Processing,Maximum Blending & Processing Vessel Size
House,Blending & Processing,Number of Blade Attachments
House,Blending & Processing,Number of Vessels
House,Blending & Processing,Nutrient Extractor
House,Blending & Processing,Product Capabilities
House,Blending & Processing,Soup Function
House,Blending & Processing,Speeds
House,Blending & Processing,Vacuum Blending
House,Blending & Processing,Watts
House,Breadmaker,Bread Settings
House,Breadmaker,Crust Options
House,Breadmaker,Programmable Clock
House,Breadmaker,Type Of Appliance (Breadmakers)
House,Breadmaker,Viewing Window
House,Bundles,Coffee Bundle
House,Bundles,Counter Top Blender Bundle
House,Bundles,Garment Care Bundle
House,Bundles,Hand Blender Bundle
House,Bundles,Other Bundle
House,Bundles,Personal Care Bundles
House,Bundles,Sandwich Maker Bundle
House,Bundles,Toaster Bundle
House,Bundles,Toaster Oven Bundle
House,Citrus Juicer,Pulp Regulator
House,Clothes Dryers,Dryer Cubic Capacity
House,Clothes Dryers,Dryer Cubic Capacity Ranges
House,Clothes Dryers,Dryer Width
House,Clothes Dryers,Dryer Width Ranges
House,Clothes Dryers,Number of Drying Programs (Clothes Dryers)
House,Clothes Dryers,Temperature Level
House,Coffee Grinder,Fineness Setting
House,Coffee Grinder,Grinder Type
House,Coffee Percolators,Coffee Level Indicator
House,Coffee Percolators,Coffee Percolator Type
House,Coffee Percolators,Cord Type
House,Coffee Percolators,Dispensing Type
House,Coffee Percolators,Drip Tray
House,Coffee Percolators,Electric (Percolators)
House,Coffee Percolators,Keep Warm Feature
House,Coffee Percolators,Percolator Number Of Cups Detail
House,Coffee Percolators,Ready To Serve Indicator
House,Coffee Percolators,Smart Enabled (Coffee/Espresso Makers)
House,Coffee/Espresso Makers,1-4 Cup Setting
House,Coffee/Espresso Makers,Adjustable Coffee Strength
House,Coffee/Espresso Makers,Auto On
House,Coffee/Espresso Makers,Built-In Coffee Grinder
House,Coffee/Espresso Makers,Carafe Type
House,Coffee/Espresso Makers,Digital Display
House,Coffee/Espresso Makers,Frother Type
House,Coffee/Espresso Makers,Iced Coffee
House,Coffee/Espresso Makers,Number Of Cups Detail
House,Coffee/Espresso Makers,Number of Cups
House,Coffee/Espresso Makers,One Touch Beverages (Espresso Makers)
House,Coffee/Espresso Makers,Permanent Coffee Filter
House,Coffee/Espresso Makers,Permanent Filter Type
House,Coffee/Espresso Makers,Pod Capability
House,Coffee/Espresso Makers,Pod System Platform
House,Coffee/Espresso Makers,Travel Mug
House,Coffee/Espresso Makers,Type (Coffee/Espresso Makers)
House,Coffee/Espresso Makers,Type Of Espresso Maker
House,Coffee/Espresso Makers,Type of Coffee Maker
House,Coffee/Espresso Makers,Water Reservoir Type
House,Compact Refrigerators,Type (Refrigerators)
House,Cook-top,Cook-Top Timer
House,Cook-top,Cook-Top Width Ranges
House,Cook-top,Cook-top Width
House,Cook-top,Number of Cooking ElementsBurners Ranges
House,Cookers,Adjustable Temperature Control
House,Cookers,Air Fry
House,Cookers,Air Fryer Capacity
House,Cookers,Air Fryer Lid
House,Cookers,Air Fryer Shape
House,Cookers,Air Fryer Technique
